element_type,osmid,geometry
node,296639103,POINT (-0.108242 51.5083936)
node,298915899,POINT (-0.1670048 51.5239089)
node,299523381,POINT (-0.1575888 51.5218536)
node,299610713,POINT (-0.0957547 51.5405064)
node,299612702,POINT (-0.1038389 51.5361636)
node,299615150,POINT (-0.1039142 51.5359926)
node,299615227,POINT (-0.1037374 51.5365176)
node,299615313,POINT (-0.1025179 51.5385359)
node,299615387,POINT (-0.1026162 51.539491)
node,299615449,POINT (-0.1026778 51.5397161)
node,299615477,POINT (-0.1026842 51.53978)
node,299615649,POINT (-0.1039686 51.5351424)
node,299615666,POINT (-0.1041977 51.5348703)
node,299615868,POINT (-0.1037375 51.535348)
node,299615920,POINT (-0.1026836 51.5365453)
node,299615983,POINT (-0.1029125 51.5370798)
node,299616048,POINT (-0.1022755 51.5379933)
node,299616421,POINT (-0.1021021 51.5389621)
node,300413446,POINT (-0.1779171 51.4921687)
node,300413484,POINT (-0.1760492 51.4931045)
node,300425781,POINT (-0.175681 51.4937726)
node,300425808,POINT (-0.1757732 51.4935463)
node,300425811,POINT (-0.1764889 51.4931264)
node,300425812,POINT (-0.1766099 51.4930693)
node,300500878,POINT (-0.1453061 51.5402184)
node,300613142,POINT (-0.0251819 51.4078361)
node,300613859,POINT (-0.0315118 51.406701)
node,302178354,POINT (-0.3395744 51.5703064)
node,302397761,POINT (-0.1648778 51.4959354)
node,302623544,POINT (-0.1083961 51.5025403)
node,303187448,POINT (-0.1329449 51.4634939)
node,304421989,POINT (-0.2442261 51.5358215)
node,305481820,POINT (-0.1062725 51.5477974)
node,306042529,POINT (-0.106562 51.534313)
node,306042546,POINT (-0.106436 51.5343272)
node,306047296,POINT (-0.1058677 51.5340057)
node,308064675,POINT (-0.0405328 51.3989089)
node,308064682,POINT (-0.041254 51.3989174)
node,308064684,POINT (-0.0414128 51.39891)
node,308082035,POINT (-0.1515258 51.4897406)
node,309114626,POINT (-0.1212446 51.5206484)
node,309505065,POINT (-0.1877575 51.5128225)
node,309740074,POINT (-0.26436 51.4963152)
node,310897070,POINT (-0.1747593 51.6305239)
node,311877303,POINT (-0.1230089 51.520761)
node,311877304,POINT (-0.1227098 51.5205849)
node,312183255,POINT (-0.130632 51.4967352)
node,312559593,POINT (0.0080113 51.5549347)
node,312559729,POINT (0.004369 51.5453408)
node,313349031,POINT (-0.1390316 51.5129035)
node,313617787,POINT (-0.2406865 51.4933414)
node,313617804,POINT (-0.2430575 51.493575)
node,313617813,POINT (-0.2383387 51.4997397)
node,313913508,POINT (-0.1409348 51.4940378)
node,317000812,POINT (0.0092875 51.5686994)
node,317160519,POINT (-0.1525987 51.4909877)
node,317291386,POINT (-0.1325118 51.5195455)
node,317421490,POINT (-0.3153764 51.3468532)
node,317930333,POINT (-0.1153178 51.518344)
node,318743793,POINT (-0.1323749 51.4902186)
node,319984690,POINT (-0.0947404 51.5132553)
node,319984698,POINT (-0.0937202 51.5118712)
node,322270225,POINT (-0.338227 51.5721163)
node,322270228,POINT (-0.3383075 51.572065)
node,322270302,POINT (-0.3394021 51.5706904)
node,322270304,POINT (-0.3394743 51.5705895)
node,322970463,POINT (-0.0931799 51.4843567)
node,322975294,POINT (-0.093956 51.483678)
node,323796333,POINT (-0.0840084 51.5257393)
node,330591003,POINT (-0.1498519 51.5823256)
node,330973451,POINT (-0.1256466 51.6272874)
node,331298008,POINT (-0.103591 51.5376283)
node,331534409,POINT (-0.1050165 51.5354621)
node,331534417,POINT (-0.1068254 51.5362614)
node,331534430,POINT (-0.1030744 51.5376299)
node,331534431,POINT (-0.1031478 51.5376312)
node,331534433,POINT (-0.1032571 51.5376287)
node,331534434,POINT (-0.1029448 51.5376616)
node,331534436,POINT (-0.1028456 51.5391936)
node,331873501,POINT (0.0505393 51.5423552)
node,331880857,POINT (-0.1030255 51.5412098)
node,331880863,POINT (-0.103042 51.5412618)
node,331880880,POINT (-0.1031021 51.5415596)
node,331880884,POINT (-0.1031181 51.5416152)
node,331880896,POINT (-0.1032134 51.542405)
node,331880897,POINT (-0.1028249 51.5426082)
node,331880899,POINT (-0.1028704 51.5428465)
node,331880923,POINT (-0.104055 51.54651)
node,331880924,POINT (-0.10382 51.546677)
node,331916800,POINT (0.0494918 51.5441568)
node,331916801,POINT (0.0492343 51.5450375)
node,332117344,POINT (-0.125102 51.5281039)
node,332117740,POINT (-0.1273566 51.5283992)
node,332794940,POINT (-0.1131598 51.5434687)
node,332925823,POINT (-0.1433914 51.5693661)
node,333167353,POINT (-0.1174491 51.5420814)
node,333167382,POINT (-0.1174507 51.5421274)
node,333167389,POINT (-0.1175004 51.5424207)
node,333205462,POINT (-0.115721 51.5466884)
node,333205608,POINT (-0.1496829 51.4701876)
node,333268920,POINT (0.0509186 51.5393844)
node,333726500,POINT (-0.1389599 51.5227666)
node,333785834,POINT (0.0512763 51.5381578)
node,334371568,POINT (-0.0837544 51.5290103)
node,336108148,POINT (-0.1042757 51.5343313)
node,336108187,POINT (-0.1014736 51.5367673)
node,336373855,POINT (-0.1104328 51.5539104)
node,338463558,POINT (-0.1093681 51.5195377)
node,338472551,POINT (-0.1076198 51.5169781)
node,338505169,POINT (-0.1110982 51.5165567)
node,338505258,POINT (-0.1163326 51.5181372)
node,338507307,POINT (-0.1199798 51.5177803)
node,338507460,POINT (-0.1192595 51.516238)
node,338952744,POINT (-0.135201 51.513692)
node,338973780,POINT (-0.0848633 51.5055547)
node,339155791,POINT (-0.083831 51.5058789)
node,339406591,POINT (-0.1005934 51.5463754)
node,339863100,POINT (-0.1012753 51.5462567)
node,340225161,POINT (-0.1757345 51.4626337)
node,341232621,POINT (-0.1385979 51.49366)
node,341233197,POINT (-0.1407675 51.497441)
node,341233650,POINT (-0.1402214 51.4976354)
node,343570836,POINT (-0.1101431 51.5659382)
node,343575399,POINT (-0.2517184 51.4820197)
node,343588109,POINT (-0.1036721 51.5649814)
node,344369875,POINT (-0.1681089 51.4792983)
node,344369990,POINT (-0.17064 51.478862)
node,344875275,POINT (-0.0979813 51.5542179)
node,345832888,POINT (-0.1027841 51.5402302)
node,345832889,POINT (-0.1027567 51.540105)
node,345832890,POINT (-0.1026872 51.5398416)
node,345877690,POINT (-0.1299579 51.5074016)
node,348018690,POINT (-0.126123 51.508406)
node,348116230,POINT (-0.1063706 51.5478696)
node,348310303,POINT (-0.1023191 51.5400827)
node,348310313,POINT (-0.1022794 51.5399024)
node,348357924,POINT (-0.1029861 51.5376235)
node,348357929,POINT (-0.1028048 51.537884)
node,348357944,POINT (-0.1025086 51.5385698)
node,348407533,POINT (-0.1064436 51.5323563)
node,348407534,POINT (-0.1064517 51.5324493)
node,348605997,POINT (-0.1039344 51.5359355)
node,348713530,POINT (-0.1049273 51.534842)
node,348857103,POINT (-0.1294685 51.5108246)
node,348904266,POINT (-0.1329228 51.5100549)
node,348905523,POINT (-0.1324716 51.5101296)
node,350404890,POINT (-0.1039267 51.5131771)
node,350439485,POINT (-0.1080904 51.5158982)
node,350439502,POINT (-0.1086168 51.5156512)
node,351771443,POINT (-0.1207484 51.5120973)
node,352896510,POINT (-0.1029829 51.5369612)
node,352936246,POINT (-0.1012364 51.5391673)
node,355199576,POINT (-0.1081436 51.5491954)
node,355914865,POINT (-0.1756395 51.4205708)
node,360309842,POINT (-0.1045325 51.5467447)
node,362315107,POINT (-0.1085513 51.5495339)
node,362315119,POINT (-0.1087655 51.549711)
node,362315122,POINT (-0.1088196 51.5497537)
node,362315128,POINT (-0.1089235 51.5498429)
node,362315131,POINT (-0.1089817 51.5498868)
node,366999013,POINT (-0.1361415 51.5189362)
node,367924642,POINT (-0.0816372 51.5278419)
node,367924656,POINT (-0.0810456 51.5272599)
node,368019301,POINT (-0.1701594 51.4783358)
node,368019302,POINT (-0.169614 51.4782369)
node,368044073,POINT (-0.0999854 51.5133205)
node,369121154,POINT (-0.0836318 51.5127065)
node,369631681,POINT (-0.0739522 51.5655495)
node,369859331,POINT (-0.0730535 51.56318)
node,369864919,POINT (-0.0732736 51.5628273)
node,369879094,POINT (-0.0733812 51.5622719)
node,369879712,POINT (-0.0735261 51.5616499)
node,369883691,POINT (-0.1069321 51.5391032)
node,369975056,POINT (-0.0739318 51.5594639)
node,369983065,POINT (-0.0741243 51.5581648)
node,369983242,POINT (-0.0741699 51.5577212)
node,370092869,POINT (-0.1148519 51.5883932)
node,370135845,POINT (-0.1173664 51.5876418)
node,370187957,POINT (-0.1323115 51.5871923)
node,370323084,POINT (-0.334324 51.4271329)
node,371188295,POINT (-0.1647066 51.5198229)
node,371514911,POINT (-0.070261 51.528927)
node,371598753,POINT (-0.3391354 51.4391927)
node,372519414,POINT (-0.1303581 51.5123678)
node,374237735,POINT (-0.0763418 51.562252)
node,374317891,POINT (-0.0758697 51.5620821)
node,374318245,POINT (-0.0744908 51.5619397)
node,375475617,POINT (-0.1502324 51.4440935)
node,375928100,POINT (-0.0741731 51.5239594)
node,377499499,POINT (-0.0755052 51.5154484)
node,379142164,POINT (-0.1964918 51.5991604)
node,379822539,POINT (-0.1325109 51.4745149)
node,379822579,POINT (-0.1381623 51.4708688)
node,381665284,POINT (-0.0250963 51.4080493)
node,381672115,POINT (-0.0254291 51.4081653)
node,382513039,POINT (-0.1337974 51.5141462)
node,384759682,POINT (-0.1359571 51.5163212)
node,385417907,POINT (-0.0983024 51.5578989)
node,385417920,POINT (-0.097922 51.557254)
node,385484286,POINT (-0.1678004 51.4438433)
node,385484295,POINT (-0.1656656 51.4460277)
node,385560797,POINT (-0.1457831 51.49457)
node,385560822,POINT (-0.1443927 51.4980865)
node,385560830,POINT (-0.1431015 51.4989784)
node,385563574,POINT (-0.1332403 51.5163229)
node,387542808,POINT (-0.3074332 51.3953859)
node,387690502,POINT (-0.144627 51.540684)
node,388116720,POINT (-0.131671 51.5169332)
node,390556647,POINT (-0.0975276 51.5352299)
node,390924741,POINT (-0.1426612 51.5386625)
node,390928054,POINT (-0.1416628 51.5368905)
node,391097370,POINT (-0.1889183 51.5019612)
node,391097383,POINT (-0.1882594 51.5022675)
node,391097392,POINT (-0.1874698 51.5021632)
node,391097397,POINT (-0.1848227 51.5017242)
node,392672514,POINT (-0.114262 51.5700857)
node,392672519,POINT (-0.1136177 51.5698146)
node,393464335,POINT (-0.1128017 51.5694564)
node,393464336,POINT (-0.1125006 51.5693235)
node,393464338,POINT (-0.1123093 51.569247)
node,393464353,POINT (-0.1110363 51.5686313)
node,393523274,POINT (-0.1051425 51.5646341)
node,393523275,POINT (-0.1051818 51.5647332)
node,394821804,POINT (-0.1043561 51.5778051)
node,395412152,POINT (-0.2052654 51.4195848)
node,401529148,POINT (-0.1292936 51.5140094)
node,401529164,POINT (-0.129956 51.5153476)
node,410961390,POINT (-0.2130946 51.5546425)
node,410961392,POINT (-0.2128252 51.5548127)
node,411096517,POINT (-0.2126432 51.5540877)
node,411096520,POINT (-0.2121643 51.5542397)
node,411096523,POINT (-0.2124788 51.5539721)
node,411096526,POINT (-0.2120524 51.5541157)
node,411115254,POINT (-0.2120184 51.5540763)
node,411115266,POINT (-0.2116698 51.5537385)
node,411115280,POINT (-0.2116543 51.5533076)
node,411115282,POINT (-0.2116176 51.5532813)
node,411115288,POINT (-0.2111705 51.5533273)
node,411115315,POINT (-0.2106267 51.5525452)
node,411824184,POINT (-0.3739016 51.6079735)
node,418345874,POINT (-0.1223238 51.5317695)
node,418799855,POINT (-0.1421738 51.4938754)
node,420161521,POINT (-0.2134653 51.4092057)
node,420300530,POINT (0.0160931 51.4059389)
node,420729606,POINT (0.0159352 51.4015111)
node,420752244,POINT (0.0135717 51.4059532)
node,420752252,POINT (0.0129164 51.4063105)
node,420752254,POINT (0.0127882 51.4063824)
node,420752257,POINT (0.0126483 51.4064546)
node,420752269,POINT (0.0121023 51.4068222)
node,420752277,POINT (0.0118947 51.4069899)
node,420752296,POINT (0.0127907 51.4066506)
node,420752304,POINT (0.01358 51.4062184)
node,420771844,POINT (0.0158506 51.4065313)
node,420771863,POINT (0.0162281 51.4073689)
node,420771869,POINT (0.0163788 51.407598)
node,420771872,POINT (0.0166475 51.4074549)
node,420771873,POINT (0.0165169 51.4073528)
node,420771883,POINT (0.0162365 51.407024)
node,420773293,POINT (0.0153238 51.4067076)
node,420783201,POINT (0.0170229 51.4008597)
node,422117283,POINT (-0.1223523 51.5115385)
node,423749753,POINT (-0.2182473 51.4251481)
node,423749754,POINT (-0.2185676 51.42519)
node,423749755,POINT (-0.219229 51.425311)
node,423749760,POINT (-0.2170882 51.4261139)
node,425669379,POINT (-0.2163353 51.3566456)
node,425953936,POINT (0.0591447 51.3968319)
node,427211052,POINT (-0.3046345 51.5119589)
node,428964040,POINT (-0.1500427 51.4933031)
node,430442357,POINT (-0.034469 51.53181)
node,434557518,POINT (-0.1502349 51.5400274)
node,439238513,POINT (-0.0912889 51.4942989)
node,441193903,POINT (-0.1666212 51.4606721)
node,441194481,POINT (-0.166765 51.4606144)
node,441201195,POINT (-0.1658306 51.4609121)
node,441209249,POINT (-0.1668156 51.4599463)
node,441698041,POINT (-0.1063447 51.5041675)
node,442538227,POINT (-0.0983889 51.4920367)
node,443032105,POINT (-0.1646164 51.4875453)
node,443032596,POINT (-0.1654071 51.48902)
node,443404546,POINT (-0.159321 51.4910983)
node,443404555,POINT (-0.1591235 51.4911785)
node,443404591,POINT (-0.1581178 51.4917334)
node,447755886,POINT (-0.2313713 51.5016548)
node,447872928,POINT (-0.1326509 51.5157962)
node,448530468,POINT (-0.1948723 51.5072426)
node,448750316,POINT (0.2192013 51.5626846)
node,452149605,POINT (-0.1593999 51.5139056)
node,452149609,POINT (-0.1597282 51.5140455)
node,452168077,POINT (-0.1612886 51.5148834)
node,452168104,POINT (-0.1585511 51.5156197)
node,452169201,POINT (-0.158251 51.5149549)
node,452169206,POINT (-0.1580496 51.5150584)
node,452239272,POINT (-0.1414978 51.5134245)
node,452409767,POINT (-0.1472742 51.498271)
node,452416571,POINT (-0.1509327 51.5098163)
node,452417445,POINT (-0.1518022 51.5099653)
node,452418739,POINT (-0.1552951 51.5100947)
node,452445966,POINT (-0.1084984 51.5266687)
node,452445968,POINT (-0.1098199 51.5258703)
node,452740634,POINT (-0.2251599 51.5028247)
node,453670075,POINT (-0.2249107 51.5026169)
node,454212877,POINT (-0.1435405 51.5070931)
node,456065280,POINT (-0.0266306 51.40774)
node,456214655,POINT (-0.1413215 51.510005)
node,456261144,POINT (-0.1398138 51.5111738)
node,456384029,POINT (-0.0282906 51.4065338)
node,456389180,POINT (-0.025217 51.4101897)
node,457127048,POINT (-0.2251765 51.5898675)
node,457130887,POINT (-0.2240812 51.5898894)
node,457131873,POINT (-0.2222959 51.5896892)
node,457136369,POINT (-0.2226446 51.5899992)
node,459654603,POINT (-0.1118344 51.6017625)
node,459786455,POINT (-0.110668 51.5986555)
node,459786528,POINT (-0.1103695 51.598082)
node,459786566,POINT (-0.1092322 51.5973377)
node,462008326,POINT (-0.097064 51.5275622)
node,462008963,POINT (-0.1838594 51.4990881)
node,462025223,POINT (-0.1511296 51.5134103)
node,462025224,POINT (-0.1511754 51.5134993)
node,462025319,POINT (-0.1510385 51.5123537)
node,462025323,POINT (-0.1533387 51.5132205)
node,466926237,POINT (-0.1359965 51.5113507)
node,469446866,POINT (0.0176019 51.5201728)
node,469446871,POINT (0.0183536 51.5201684)
node,469456597,POINT (-0.1100482 51.5684366)
node,469456600,POINT (-0.1103915 51.5686345)
node,469876261,POINT (-0.1689112 51.4933135)
node,469876283,POINT (-0.1676682 51.4929063)
node,469937774,POINT (-0.0757317 51.5212872)
node,470247702,POINT (-0.0811838 51.5202933)
node,470286665,POINT (-0.070557 51.5252559)
node,470286727,POINT (-0.0706488 51.525465)
node,470288535,POINT (-0.0703133 51.5253657)
node,470300992,POINT (-0.0218839 51.5042192)
node,471035356,POINT (-0.023683 51.504555)
node,471421779,POINT (-0.0818412 51.5003832)
node,472145731,POINT (-0.0802056 51.4975964)
node,472663717,POINT (-0.1571901 51.5127656)
node,472754017,POINT (-0.0782269 51.5148965)
node,473622025,POINT (-0.2147169 51.3581233)
node,475381385,POINT (-0.0664925 51.5172361)
node,476025055,POINT (-0.0792231 51.5188341)
node,478550716,POINT (-0.3077667 51.406987)
node,479652533,POINT (-0.0602237 51.4314247)
node,481643807,POINT (-0.1010671 51.4775064)
node,481643810,POINT (-0.100962 51.477472)
node,490274898,POINT (-0.1504357 51.5614172)
node,490699719,POINT (-0.2159771 51.3566861)
node,490699722,POINT (-0.2159557 51.3564818)
node,490699734,POINT (-0.21691 51.3577814)
node,494238483,POINT (-0.1544456 51.4410743)
node,496173543,POINT (-0.0965593 51.4991612)
node,497232352,POINT (-0.1479994 51.5125491)
node,498694151,POINT (-0.1754374 51.4849308)
node,498694155,POINT (-0.1750486 51.4847143)
node,498694201,POINT (-0.1719504 51.4861524)
node,498694209,POINT (-0.1709939 51.4865129)
node,499277637,POINT (-0.289626 51.5174028)
node,499645318,POINT (-0.1039421 51.5366241)
node,500574985,POINT (-0.2908579 51.5174892)
node,505802505,POINT (-0.100316 51.5376636)
node,506308893,POINT (-0.1382964 51.5057653)
node,507957717,POINT (-0.1470176 51.4958427)
node,507957719,POINT (-0.1480744 51.4949379)
node,509901937,POINT (-0.1713439 51.5180687)
node,510155940,POINT (-0.1502046 51.4460129)
node,510907071,POINT (-0.1941297 51.5152505)
node,511169214,POINT (-0.191078 51.5153824)
node,511172059,POINT (-0.1890529 51.5156337)
node,511172303,POINT (-0.1895894 51.5155659)
node,512378619,POINT (-0.124891 51.5807007)
node,514778963,POINT (-0.1622068 51.5147599)
node,514781909,POINT (-0.1627345 51.5151169)
node,519175230,POINT (-0.1649671 51.5166471)
node,519175255,POINT (-0.1663181 51.5177837)
node,519175275,POINT (-0.1667738 51.5178913)
node,519175286,POINT (-0.1662356 51.5178348)
node,519436797,POINT (-0.1223495 51.5988761)
node,520042682,POINT (-0.0725497 51.515797)
node,521689913,POINT (-0.1804351 51.5192644)
node,521716075,POINT (-0.1888896 51.5183995)
node,521778486,POINT (-0.1800119 51.5196339)
node,522089415,POINT (-0.1039336 51.4331228)
node,522092250,POINT (-0.1041282 51.4349512)
node,522097368,POINT (-0.1064275 51.4398056)
node,522097570,POINT (-0.1060598 51.4398476)
node,528136420,POINT (-0.1245485 51.580731)
node,528136426,POINT (-0.1242345 51.5805979)
node,529116451,POINT (-0.0667234 51.5972707)
node,530773613,POINT (-0.1506123 51.4446554)
node,530774682,POINT (-0.1491423 51.4416559)
node,530815560,POINT (-0.2099336 51.4695325)
node,534651597,POINT (-0.1875875 51.5135402)
node,534652877,POINT (-0.1875569 51.5133401)
node,534653999,POINT (-0.1875454 51.5132665)
node,534670197,POINT (-0.1874783 51.51291)
node,534671331,POINT (-0.1876588 51.5119178)
node,534671487,POINT (-0.1873322 51.5119269)
node,534671782,POINT (-0.1873281 51.5118787)
node,534672187,POINT (-0.1871472 51.5115602)
node,534691690,POINT (-0.1874197 51.5111383)
node,534691997,POINT (-0.1873216 51.5108392)
node,534692055,POINT (-0.1869022 51.510795)
node,534763981,POINT (-0.1615256 51.4859359)
node,534962783,POINT (-0.0909682 51.5048353)
node,534997716,POINT (-0.1744965 51.4941297)
node,535099404,POINT (-0.2604378 51.6170384)
node,535956143,POINT (-0.1927302 51.5153936)
node,536126512,POINT (-0.30222 51.587073)
node,538090951,POINT (-0.1160324 51.5049229)
node,540134537,POINT (-0.0511268 51.426242)
node,540284574,POINT (-0.0996143 51.4955682)
node,540309658,POINT (-0.1662212 51.4593416)
node,540705941,POINT (-0.1443366 51.5061753)
node,540705964,POINT (-0.149046 51.5038718)
node,544460890,POINT (-0.1181531 51.5011784)
node,544460892,POINT (-0.1177239 51.5022577)
node,544504502,POINT (-0.1092101 51.5017722)
node,544504825,POINT (-0.1117916 51.5040397)
node,549246683,POINT (-0.1059035 51.5198772)
node,549942385,POINT (0.0085621 51.4650975)
node,551888289,POINT (-0.1419445 51.5212701)
node,552235874,POINT (-0.1307961 51.527096)
node,553018115,POINT (-0.0907239 51.5278504)
node,553311934,POINT (-0.1359536 51.5194121)
node,554138077,POINT (-0.1206359 51.5105048)
node,559510570,POINT (-0.0984783 51.4948267)
node,559522541,POINT (-0.1265922 51.507428)
node,565435295,POINT (-0.1031097 51.5357099)
node,566635954,POINT (-0.1504349 51.5188893)
node,566662048,POINT (-0.1048293 51.4983308)
node,566795528,POINT (-0.1016776 51.5363119)
node,567052196,POINT (-0.3053997 51.5073791)
node,567052199,POINT (-0.3048787 51.5059828)
node,567052203,POINT (-0.3054191 51.5074395)
node,567195997,POINT (-0.102945 51.536593)
node,573501366,POINT (-0.2186266 51.505827)
node,576403603,POINT (-0.1356706 51.4948317)
node,576403614,POINT (-0.183577 51.4987455)
node,577371972,POINT (0.0043511 51.5040697)
node,581005278,POINT (-0.1100541 51.5247707)
node,581427090,POINT (-0.1297166 51.5719566)
node,581959113,POINT (-0.1035577 51.5226758)
node,582632318,POINT (-0.1409747 51.514691)
node,582758999,POINT (-0.1937174 51.5138309)
node,582761969,POINT (-0.1937919 51.5141021)
node,582761970,POINT (-0.1938098 51.5141609)
node,582764942,POINT (-0.1937323 51.5138877)
node,582764943,POINT (-0.1939946 51.5149041)
node,582764944,POINT (-0.1937242 51.5148542)
node,582766262,POINT (-0.189012 51.50247)
node,582769226,POINT (-0.1413059 51.5151074)
node,583286333,POINT (-0.174909 51.475325)
node,583299437,POINT (0.016029 51.4061226)
node,583299441,POINT (0.0161748 51.4061361)
node,583556761,POINT (-0.335322 51.580184)
node,584462453,POINT (-0.105174 51.530051)
node,587746213,POINT (-0.107624 51.502764)
node,587754447,POINT (-0.1109605 51.5015282)
node,587754458,POINT (-0.1109812 51.501757)
node,587757716,POINT (-0.1140982 51.4995269)
node,587759520,POINT (-0.1127519 51.4988053)
node,587761436,POINT (-0.1120632 51.4970969)
node,587761906,POINT (-0.1117837 51.4959251)
node,587764588,POINT (-0.113916 51.4994264)
node,587768723,POINT (-0.117893 51.501583)
node,587787640,POINT (-0.1186688 51.5010382)
node,588490958,POINT (-0.144 51.5224808)
node,588513517,POINT (-0.114644 51.5043933)
node,592030782,POINT (-0.084095 51.5094321)
node,592035347,POINT (-0.0944601 51.5046434)
node,593335450,POINT (-0.0931178 51.5247692)
node,593364313,POINT (-0.0986838 51.5237038)
node,593452630,POINT (-0.123717 51.6066206)
node,595303064,POINT (-0.132131 51.5092482)
node,595303504,POINT (-0.1322129 51.5094198)
node,595305035,POINT (-0.1312982 51.5083084)
node,595696911,POINT (-0.1256931 51.5093476)
node,597287600,POINT (-0.1076987 51.5005383)
node,597298405,POINT (-0.1117631 51.5038901)
node,597316522,POINT (-0.111751 51.5039978)
node,597342965,POINT (-0.0909664 51.5053997)
node,597466076,POINT (0.0211555 51.5815618)
node,598355052,POINT (0.0773786 51.5358098)
